input,lon,lat,status,distance_to_nature_m,date,quarter,house_id,house_type,sales_type,year_build,purchase_price,%_change_between_offer_and_purchase,no_rooms,sqm,sqm_price,address,zip_code,city,area,region,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%,Efficiency_Era,full_address,city_median_sqm_price,Price_Deviation_%,Nature_Proximity
"Fyrrelunden 33, 6840 Oksbøl",8.31092997,55.67104461,success,20013.938005311677,2023-02-23,2023Q1,121519,Summerhouse,regular_sale,1995,1520000,-4.0,5,119.0,12773.109,Fyrrelunden 33,6840,Oksbøl,South jutland,Jutland,1.75,3.31,4.79,C (Modern),"Fyrrelunden 33, 6840 Oksbøl",9062.5,40.94465517241379,Distant (>10km)
"Himmelev Sognevej 79, 4000 Roskilde",12.10233882,55.65788371,success,4129.146034328549,2023-06-29,2023Q2,90967,Villa,regular_sale,1964,5755000,-1.0,8,192.0,29973.959,Himmelev Sognevej 79,4000,Roskilde,Other islands,Zealand,2.6,3.31,4.79,E (Minimal),"Himmelev Sognevej 79, 4000 Roskilde",21404.109375,40.038337775383376,Close (1-5km)
"Mågevænget 38, 6893 Hemmet",8.26988904,55.83799141,success,2320.0896152344185,2024-09-04,2024Q3,87503,Summerhouse,regular_sale,1972,660000,0.0,4,57.0,11578.947,Mågevænget 38,6893,Hemmet,South jutland,Jutland,3.35,1.13,4.34,E (Minimal),"Mågevænget 38, 6893 Hemmet",10070.4228515625,14.979752452285966,Close (1-5km)
"Poppel Alle 18, 2840 Holte",12.47834129,55.8155363,success,2274.987163199879,2022-02-21,2022Q1,202177,Villa,regular_sale,1922,10000000,-8.0,5,185.0,54054.055,Poppel Alle 18,2840,Holte,"Capital, Copenhagen",Zealand,0.0,7.7,3.73,G/F (Pre-Insulation),"Poppel Alle 18, 2840 Holte",28056.5546875,92.66105653229985,Close (1-5km)
"Arkonagade 15, 4. tv, 1726 København V",12.55323396,55.66529434,success,8936.9933734515,2024-06-09,2024Q2,6383,Apartment,regular_sale,1904,6295000,0.0,4,89.0,70730.336,"Arkonagade 15, 4. tv",1726,København V,"Capital, Copenhagen",Zealand,3.6,1.13,4.34,G/F (Pre-Insulation),"Arkonagade 15, 4. tv, 1726 København V",48780.48828125,44.99718725588684,Nearby (5-10km)
"Vangeled 6, 3300 Frederiksværk",12.04212162,56.01033059,success,11866.367346561625,2023-10-30,2023Q4,62714,Summerhouse,family_sale,1960,1800000,0.0,5,116.0,15517.241,Vangeled 6,3300,Frederiksværk,North Zealand,Zealand,3.6,3.31,4.79,G/F (Pre-Insulation),"Vangeled 6, 3300 Frederiksværk",13568.66015625,14.360895123384337,Distant (>10km)
"Præstefælledvej 45, 2770 Kastrup",12.60094372,55.6217747,success,14333.839421967874,2022-01-10,2022Q1,213986,Villa,regular_sale,2023,2750000,0.0,7,180.0,15277.777,Præstefælledvej 45,2770,Kastrup,"Capital, Copenhagen",Zealand,0.0,7.7,3.73,B/A (High Efficiency),"Præstefælledvej 45, 2770 Kastrup",22966.666015625,-33.47847121843453,Distant (>10km)
"Lathyrusvej 13, 8400 Ebeltoft",10.68141643,56.18778744,success,88978.29595688637,2022-03-02,2022Q1,199496,Villa,regular_sale,1972,1710000,0.0,5,140.0,12214.286,Lathyrusvej 13,8400,Ebeltoft,East & mid jutland,Jutland,0.0,7.7,3.73,E (Minimal),"Lathyrusvej 13, 8400 Ebeltoft",12857.142578125,-4.999994683159606,Distant (>10km)
"Langdyssegårdsvej 31, 3500 Værløse",12.32048829,55.76235765,success,5441.462971209419,2023-09-14,2023Q3,74719,Townhouse,regular_sale,2020,3625000,-2.0,4,110.0,32954.547,Langdyssegårdsvej 31,3500,Værløse,North Zealand,Zealand,3.1,3.31,4.79,B/A (High Efficiency),"Langdyssegårdsvej 31, 3500 Værløse",24581.005859375,34.06508693553481,Nearby (5-10km)
"Grønhøjgade 30, 6600 Vejen",9.13989517,55.46909096,success,15393.76686978634,2023-11-20,2023Q4,56854,Villa,regular_sale,1986,1690000,-3.0,6,203.0,8325.123,Grønhøjgade 30,6600,Vejen,South jutland,Jutland,3.6,3.31,4.79,D (Standard),"Grønhøjgade 30, 6600 Vejen",8537.16064453125,-2.4837016249902413,Distant (>10km)
"Mejlholmgade 83, 5000 Odense C",10.38934059,55.41863695,success,13267.188594561048,2024-04-10,2024Q2,21404,Townhouse,regular_sale,2014,2900000,-3.0,4,106.0,27358.49,Mejlholmgade 83,5000,Odense C,Fyn & islands,Fyn & islands,3.6,1.13,4.34,B/A (High Efficiency),"Mejlholmgade 83, 5000 Odense C",21551.724609375,26.9433919106133,Distant (>10km)
"Nordre Jernbanevej 22, 1, 3400 Hillerød",12.30990222,55.92899288,success,7611.56988601908,2023-06-06,2023Q2,97678,Apartment,regular_sale,1914,2400000,-11.0,4,88.0,27272.727,"Nordre Jernbanevej 22, 1",3400,Hillerød,North Zealand,Zealand,2.6,3.31,4.79,G/F (Pre-Insulation),"Nordre Jernbanevej 22, 1, 3400 Hillerød",20338.982421875,34.09090974564988,Nearby (5-10km)
"Lendumvej 75, 9900 Frederikshavn",10.4039383,57.43760173,success,47407.897090070175,2023-11-19,2023Q4,57033,Villa,regular_sale,1900,500000,0.0,2,155.0,3225.8064,Lendumvej 75,9900,Frederikshavn,North jutland,Jutland,3.6,3.31,4.79,G/F (Pre-Insulation),"Lendumvej 75, 9900 Frederikshavn",7594.9365234375,-57.52688140934769,Distant (>10km)
"Holdgårdsvej 27, 7260 Sønder Omme",8.90132118,55.83573287,success,37593.04964269759,2022-07-10,2022Q3,165748,Villa,regular_sale,1934,460000,0.0,2,84.0,5476.1904,Holdgårdsvej 27,7260,Sønder Omme,South jutland,Jutland,0.0,7.7,3.73,G/F (Pre-Insulation),"Holdgårdsvej 27, 7260 Sønder Omme",6019.513427734375,-9.026028508277138,Distant (>10km)
"Banegårdsvej 31, 1, 8660 Skanderborg",9.92742915,56.03956922,success,67582.7663836634,2023-04-01,2023Q2,113040,Apartment,family_sale,1904,3050000,0.0,2,85.0,35882.35,"Banegårdsvej 31, 1",8660,Skanderborg,East & mid jutland,Jutland,2.6,3.31,4.79,G/F (Pre-Insulation),"Banegårdsvej 31, 1, 8660 Skanderborg",13685.7138671875,162.1883806041756,Distant (>10km)
"Brombærhaven 6, 4070 Kirke Hyllinge",11.90021831,55.69930939,success,16930.690403706933,2022-06-11,2022Q2,172960,Townhouse,regular_sale,2007,3300000,-3.0,5,156.0,21153.846,Brombærhaven 6,4070,Kirke Hyllinge,Other islands,Zealand,0.0,7.7,3.73,C (Modern),"Brombærhaven 6, 4070 Kirke Hyllinge",11818.181640625,78.99408171565628,Distant (>10km)
"Hvedevej 4, 4671 Strøby",12.28448375,55.38181859,success,27318.01445921791,2024-08-08,2024Q3,359263,Villa,regular_sale,1952,2675000,-4.0,5,107.0,25000.0,Hvedevej 4,4671,Strøby,Other islands,Zealand,3.35,1.13,4.34,G/F (Pre-Insulation),"Hvedevej 4, 4671 Strøby",13849.08203125,80.51737973382149,Distant (>10km)
"Pileurten 7, 5450 Otterup",10.38713062,55.52276948,success,19193.985116254506,2024-09-17,2024Q3,41156,Villa,regular_sale,2007,2250000,0.0,5,145.0,15517.241,Pileurten 7,5450,Otterup,Fyn & islands,Fyn & islands,3.35,1.13,4.34,C (Modern),"Pileurten 7, 5450 Otterup",8921.568359375,73.92952209609656,Distant (>10km)
"Plantagevej 7, 4652 Hårlev",12.22456291,55.35183318,success,29822.389148689286,2023-11-30,2023Q4,54107,Villa,regular_sale,1968,1350000,0.0,4,116.0,11637.931,Plantagevej 7,4652,Hårlev,Other islands,Zealand,3.6,3.31,4.79,E (Minimal),"Plantagevej 7, 4652 Hårlev",10420.353515625,11.684605005116001,Distant (>10km)
"Flintevænget 19, 2640 Hedehusene",12.19144684,55.64555898,success,359.16165456797665,2024-08-15,2024Q3,148135,Townhouse,regular_sale,1985,3495000,0.0,4,120.0,29125.0,Flintevænget 19,2640,Hedehusene,"Capital, Copenhagen",Zealand,3.35,1.13,4.34,D (Standard),"Flintevænget 19, 2640 Hedehusene",18783.783203125,55.05396162767979,Immediate (<1km)
"Hersomsvej 8, 9610 Nørager",9.63428833,56.7104841,success,7417.648582193117,2023-04-25,2023Q2,107901,Villa,regular_sale,1972,800000,-6.0,4,114.0,7017.544,Hersomsvej 8,9610,Nørager,North jutland,Jutland,2.6,3.31,4.79,E (Minimal),"Hersomsvej 8, 9610 Nørager",5845.0703125,20.059187830556997,Nearby (5-10km)
"Edithsvej 12, 8220 Brabrand",10.13969379,56.15445908,success,68707.48579639543,2024-03-02,2024Q1,30756,Villa,regular_sale,1952,3300000,-3.0,5,135.0,24444.445,Edithsvej 12,8220,Brabrand,East & mid jutland,Jutland,3.6,1.13,4.34,G/F (Pre-Insulation),"Edithsvej 12, 8220 Brabrand",18070.865234375,35.269922028973824,Distant (>10km)
"Ved Andebakken 8, 4. tv, 2000 Frederiksberg",12.52854628,55.67950713,success,6822.370177517706,2023-12-20,2023Q4,47263,Apartment,regular_sale,1941,3075000,0.0,2,59.0,52118.645,"Ved Andebakken 8, 4. tv",2000,Frederiksberg,"Capital, Copenhagen",Zealand,3.6,3.31,4.79,G/F (Pre-Insulation),"Ved Andebakken 8, 4. tv, 2000 Frederiksberg",36890.2421875,41.28029918141887,Nearby (5-10km)
"Vinkelvej 25, 7130 Juelsminde",10.05163703,55.81861225,success,42126.749598668444,2022-08-24,2022Q3,157001,Villa,regular_sale,1969,3026000,0.0,5,120.0,25216.666,Vinkelvej 25,7130,Juelsminde,South jutland,Jutland,0.0,7.7,3.73,E (Minimal),"Vinkelvej 25, 7130 Juelsminde",10488.7353515625,140.41664862741047,Distant (>10km)
"Piavænget 17, 5270 Odense N",10.35881254,55.4211695,success,15186.84465072126,2022-01-27,2022Q1,208826,Villa,regular_sale,1967,2225000,-3.0,4,110.0,20227.273,Piavænget 17,5270,Odense N,Fyn & islands,Fyn & islands,0.0,7.7,3.73,E (Minimal),"Piavænget 17, 5270 Odense N",11016.94921875,83.6014039447031,Distant (>10km)
"Skolegade 24, 8881 Thorsø",9.78976372,56.30549128,success,43776.3785053447,2023-06-11,2023Q2,96351,Villa,regular_sale,1913,2700000,-10.0,8,231.0,11688.312,Skolegade 24,8881,Thorsø,East & mid jutland,Jutland,2.6,3.31,4.79,G/F (Pre-Insulation),"Skolegade 24, 8881 Thorsø",8100.816650390625,44.28559524148574,Distant (>10km)
"Kolby Hovedgade 35A, 8305 Samsø",10.55628303,55.79724175,success,46561.042033281,2023-07-31,2023Q3,81708,Villa,regular_sale,1968,800000,0.0,7,174.0,4597.701,Kolby Hovedgade 35A,8305,Samsø,East & mid jutland,Jutland,3.1,3.31,4.79,E (Minimal),"Kolby Hovedgade 35A, 8305 Samsø",7941.17626953125,-42.10302081424025,Distant (>10km)
"Skolevej 1, st, 4050 Skibby",11.95693464,55.74803483,success,15645.66493831447,2024-01-03,2024Q1,45218,Apartment,regular_sale,1957,3000000,0.0,3,72.0,41666.668,"Skolevej 1, st",4050,Skibby,Other islands,Zealand,3.6,1.13,4.34,G/F (Pre-Insulation),"Skolevej 1, st, 4050 Skibby",11721.44384765625,255.47385211491175,Distant (>10km)
"Nærum Hovedgade 17, st. tv, 2850 Nærum",12.53144523,55.81867434,success,1625.3472198424583,2022-02-22,2022Q1,201835,Apartment,regular_sale,1948,2420000,-1.0,3,72.0,33611.11,"Nærum Hovedgade 17, st. tv",2850,Nærum,"Capital, Copenhagen",Zealand,0.0,7.7,3.73,G/F (Pre-Insulation),"Nærum Hovedgade 17, st. tv, 2850 Nærum",25804.5732421875,30.25252950143626,Close (1-5km)
"Teglgårdsvej 629, 2. th, 3050 Humlebæk",12.52488282,55.95708915,success,16769.83218662174,2023-02-15,2023Q1,123316,Apartment,regular_sale,1970,1810000,-4.0,4,90.0,20111.111,"Teglgårdsvej 629, 2. th",3050,Humlebæk,North Zealand,Zealand,1.75,3.31,4.79,E (Minimal),"Teglgårdsvej 629, 2. th, 3050 Humlebæk",19350.283203125,3.93187074841948,Distant (>10km)
"Magnoliavej 15, 8260 Viby J",10.18892953,56.1346675,success,72226.84597209524,2022-01-23,2022Q1,210360,Villa,regular_sale,1941,10400000,-5.0,8,205.0,50731.707,Magnoliavej 15,8260,Viby J,East & mid jutland,Jutland,0.0,7.7,3.73,G/F (Pre-Insulation),"Magnoliavej 15, 8260 Viby J",18317.7578125,176.95369460901372,Distant (>10km)
"Bakkevænget 5, 8410 Rønde",10.58513709,56.28714255,success,76871.65117937332,2022-09-19,2022Q3,151712,Villa,regular_sale,1998,1700000,-5.0,4,124.0,13709.678,Bakkevænget 5,8410,Rønde,East & mid jutland,Jutland,0.0,7.7,3.73,C (Modern),"Bakkevænget 5, 8410 Rønde",10937.5,25.345625,Distant (>10km)
"Drosselvej 5, 3000 Helsingør",12.57396162,56.04098781,success,22347.31405129479,2023-12-10,2023Q4,51505,Villa,regular_sale,1953,1925000,-4.0,3,70.0,27500.0,Drosselvej 5,3000,Helsingør,North Zealand,Zealand,3.6,3.31,4.79,G/F (Pre-Insulation),"Drosselvej 5, 3000 Helsingør",20600.0,33.49514563106796,Distant (>10km)
"Nellikevej 10, 3390 Hundested",11.88230901,55.94792579,success,21508.55893305186,2022-11-20,2022Q4,138658,Villa,regular_sale,2006,2810000,2.0,4,132.0,21287.879,Nellikevej 10,3390,Hundested,North Zealand,Zealand,0.65,7.7,3.73,C (Modern),"Nellikevej 10, 3390 Hundested",12957.38525390625,64.29147153614471,Distant (>10km)
"Nykøbingvej 39, 4850 Stubbekøbing",12.03599069,54.88507916,success,81903.09479316964,2024-07-16,2024Q3,1079245,Villa,regular_sale,1913,500000,1.0,5,103.0,4854.369,Nykøbingvej 39,4850,Stubbekøbing,Other islands,Zealand,3.35,1.13,4.34,G/F (Pre-Insulation),"Nykøbingvej 39, 4850 Stubbekøbing",6904.797607421875,-29.69570700512491,Distant (>10km)
"Hagenstrupvej 42, 8860 Ulstrup",9.74361987,56.38151899,success,34855.751757996426,2023-10-20,2023Q4,65044,Farm,regular_sale,1900,3525000,-12.0,7,250.0,14100.0,Hagenstrupvej 42,8860,Ulstrup,East & mid jutland,Jutland,3.6,3.31,4.79,G/F (Pre-Insulation),"Hagenstrupvej 42, 8860 Ulstrup",7190.52783203125,96.09130691615577,Distant (>10km)
"Knudshoved 24, 9370 Hals",10.34141813,57.02887586,success,23054.123088965367,2023-01-09,2023Q1,130631,Summerhouse,regular_sale,1971,650000,-6.0,3,63.0,10317.46,Knudshoved 24,9370,Hals,North jutland,Jutland,1.75,3.31,4.79,E (Minimal),"Knudshoved 24, 9370 Hals",9074.537109375,13.696818213222395,Distant (>10km)
"Meldgårdvej 34, 7500 Holstebro",8.63417879,56.3740819,success,7408.137375635675,2024-01-29,2024Q1,38127,Townhouse,regular_sale,1991,1200000,-6.0,4,90.0,13333.333,Meldgårdvej 34,7500,Holstebro,South jutland,Jutland,3.6,1.13,4.34,D (Standard),"Meldgårdvej 34, 7500 Holstebro",10259.25341796875,29.963969741302996,Nearby (5-10km)
"Vesterå 7, 1. th, 9000 Aalborg",9.91796916,57.05012528,success,4312.399992838482,2022-06-29,2022Q2,168236,Apartment,regular_sale,1889,1400000,0.0,3,83.0,16867.47,"Vesterå 7, 1. th",9000,Aalborg,North jutland,Jutland,0.0,7.7,3.73,G/F (Pre-Insulation),"Vesterå 7, 1. th, 9000 Aalborg",19246.03125,-12.358706665172853,Close (1-5km)
"Alleen 20, 4736 Karrebæksminde",11.64861711,55.17797189,success,58830.79299822296,2023-11-06,2023Q4,60830,Townhouse,regular_sale,1850,3600000,-3.0,5,124.0,29032.258,Alleen 20,4736,Karrebæksminde,Other islands,Zealand,3.6,3.31,4.79,G/F (Pre-Insulation),"Alleen 20, 4736 Karrebæksminde",15102.041015625,92.240623518784,Distant (>10km)
"Egerupvej 10, 4100 Ringsted",11.73024151,55.44789296,success,33272.11101961489,2022-07-24,2022Q3,163164,Villa,regular_sale,1877,1100000,-12.0,3,142.0,7746.479,Egerupvej 10,4100,Ringsted,Other islands,Zealand,0.0,7.7,3.73,G/F (Pre-Insulation),"Egerupvej 10, 4100 Ringsted",12581.69921875,-38.4305818377697,Distant (>10km)
"Lille Færgestræde 7, 4220 Korsør",11.13320441,55.33814058,success,34879.17349360469,2023-01-08,2023Q1,130865,Villa,regular_sale,1900,1250000,0.0,7,231.0,5411.2554,Lille Færgestræde 7,4220,Korsør,Other islands,Zealand,1.75,3.31,4.79,G/F (Pre-Insulation),"Lille Færgestræde 7, 4220 Korsør",9354.1728515625,-42.15142849119079,Distant (>10km)
"Peder Skrams Gade 1, 1. tv, 9000 Aalborg",9.9035685,57.05537378,success,4613.413678018903,2024-04-19,2024Q2,18885,Apartment,regular_sale,1936,1425000,-5.0,2,65.0,21923.076,"Peder Skrams Gade 1, 1. tv",9000,Aalborg,North jutland,Jutland,3.6,1.13,4.34,G/F (Pre-Insulation),"Peder Skrams Gade 1, 1. tv, 9000 Aalborg",19246.03125,13.909594591742128,Close (1-5km)
"Hybenvej 16, 4700 Næstved",11.73769205,55.23790945,success,50146.978508492175,2023-11-12,2023Q4,59246,Villa,regular_sale,1961,2680000,-4.0,6,205.0,13073.171,Hybenvej 16,4700,Næstved,Other islands,Zealand,3.6,3.31,4.79,E (Minimal),"Hybenvej 16, 4700 Næstved",11089.69873046875,17.88571733260161,Distant (>10km)
"Fittingvej 6, 6623 Vorbasse",9.09894138,55.62451737,success,32594.10972887941,2022-12-29,2022Q4,131872,Villa,regular_sale,1965,799000,0.0,4,133.0,6007.5186,Fittingvej 6,6623,Vorbasse,South jutland,Jutland,0.65,7.7,3.73,E (Minimal),"Fittingvej 6, 6623 Vorbasse",6554.05419921875,-8.338894185470691,Distant (>10km)
"Gerdasvej 20, 9670 Løgstør",9.21319936,56.84523936,success,27406.010258058734,2024-10-21,2024Q4,106,Summerhouse,regular_sale,1994,1080000,0.0,3,58.0,18620.69,Gerdasvej 20,9670,Løgstør,North jutland,Jutland,3.1,,,D (Standard),"Gerdasvej 20, 9670 Løgstør",6565.65673828125,183.6074165217401,Distant (>10km)
"Bentzonsvej 50B, 4. th, 2000 Frederiksberg",12.53033867,55.68665964,success,6457.2957720513705,2024-06-12,2024Q2,5215,Apartment,regular_sale,1898,4620000,-2.0,2,67.0,68955.23,"Bentzonsvej 50B, 4. th",2000,Frederiksberg,"Capital, Copenhagen",Zealand,3.6,1.13,4.34,G/F (Pre-Insulation),"Bentzonsvej 50B, 4. th, 2000 Frederiksberg",36890.2421875,86.9199616853288,Nearby (5-10km)
"Klokkerhaven 2B, 2. th, 2750 Ballerup",12.35954728,55.73549099,success,2854.8654755484595,2022-06-20,2022Q2,170746,Apartment,regular_sale,1962,1975000,-1.0,3,87.0,22701.15,"Klokkerhaven 2B, 2. th",2750,Ballerup,"Capital, Copenhagen",Zealand,0.0,7.7,3.73,E (Minimal),"Klokkerhaven 2B, 2. th, 2750 Ballerup",20833.333984375,8.965518469827547,Close (1-5km)
"Valby Langgade 213B, st. tv, 2500 Valby",12.48883577,55.67043037,success,5956.246509447768,2022-01-24,2022Q1,209834,Townhouse,regular_sale,1978,4700000,-2.0,4,81.0,58024.69,"Valby Langgade 213B, st. tv",2500,Valby,"Capital, Copenhagen",Zealand,0.0,7.7,3.73,D (Standard),"Valby Langgade 213B, st. tv, 2500 Valby",32500.0,78.53751201923077,Nearby (5-10km)
"Horsensvej 14, 1. th, 3000 Helsingør",12.59270469,56.02201557,success,23591.68596138969,2022-10-16,2022Q4,144516,Apartment,regular_sale,1965,1630000,-4.0,2,70.0,23285.715,"Horsensvej 14, 1. th",3000,Helsingør,North Zealand,Zealand,0.65,7.7,3.73,E (Minimal),"Horsensvej 14, 1. th, 3000 Helsingør",20600.0,13.037450697815533,Distant (>10km)
"Sigurd Rings Vej 40, 5200 Odense V",10.33774003,55.39682848,success,14740.941103545349,2022-10-06,2022Q4,148395,Villa,regular_sale,1951,1900000,0.0,5,95.0,20000.0,Sigurd Rings Vej 40,5200,Odense V,Fyn & islands,Fyn & islands,0.65,7.7,3.73,G/F (Pre-Insulation),"Sigurd Rings Vej 40, 5200 Odense V",14888.060546875,34.33583197106218,Distant (>10km)
"Lanternevej 20, 3630 Jægerspris",11.90677534,55.92998477,success,20422.883484586066,2022-10-06,2022Q4,148355,Summerhouse,regular_sale,1950,5150000,-13.0,4,134.0,38432.836,Lanternevej 20,3630,Jægerspris,North Zealand,Zealand,0.65,7.7,3.73,G/F (Pre-Insulation),"Lanternevej 20, 3630 Jægerspris",11855.669921875,224.1726211235625,Distant (>10km)
"Hvedevænget 11, 4270 Høng",11.27924993,55.50930731,success,46074.696172704855,2022-05-02,2022Q2,182996,Villa,regular_sale,1978,2000000,0.0,6,180.0,11111.111,Hvedevænget 11,4270,Høng,Other islands,Zealand,0.0,7.7,3.73,D (Standard),"Hvedevænget 11, 4270 Høng",8750.0,26.984129464285715,Distant (>10km)
"Assensvej 224D, 5642 Millinge",10.21383003,55.12949558,success,35177.102475327825,2023-02-09,2023Q1,124594,Townhouse,regular_sale,2006,2175000,0.0,2,79.0,27531.646,Assensvej 224D,5642,Millinge,Fyn & islands,Fyn & islands,1.75,3.31,4.79,C (Modern),"Assensvej 224D, 5642 Millinge",7972.97314453125,245.31216881445613,Distant (>10km)
"Tvedvangen 165, 2730 Herlev",12.42139633,55.73262565,success,942.6390271111286,2023-06-15,2023Q2,94940,Villa,regular_sale,1968,4235000,-6.0,6,136.0,31139.705,Tvedvangen 165,2730,Herlev,"Capital, Copenhagen",Zealand,2.6,3.31,4.79,E (Minimal),"Tvedvangen 165, 2730 Herlev",21951.21875,41.85866139266186,Immediate (<1km)
"Stadionvej 6, 6880 Tarm",8.59448225,55.87366258,success,18499.947883286542,2024-04-09,2024Q2,21607,Villa,regular_sale,1969,625000,-10.0,5,153.0,4084.9673,Stadionvej 6,6880,Tarm,South jutland,Jutland,3.6,1.13,4.34,E (Minimal),"Stadionvej 6, 6880 Tarm",6435.6435546875,-36.52589285836222,Distant (>10km)
"Skipperlodden 4, 4736 Karrebæksminde",11.65058316,55.18132385,success,58450.60389424903,2023-06-22,2023Q2,93248,Villa,regular_sale,1986,4150000,-3.0,4,171.0,24269.006,Skipperlodden 4,4736,Karrebæksminde,Other islands,Zealand,2.6,3.31,4.79,D (Standard),"Skipperlodden 4, 4736 Karrebæksminde",15102.041015625,60.70017181297281,Distant (>10km)
"Sønderstrandsvej 9, 4400 Kalundborg",11.10818763,55.65014221,success,44594.26455975724,2024-05-27,2024Q2,9322,Villa,regular_sale,1917,805625,-10.0,5,130.0,6197.115,Sønderstrandsvej 9,4400,Kalundborg,Other islands,Zealand,3.6,1.13,4.34,G/F (Pre-Insulation),"Sønderstrandsvej 9, 4400 Kalundborg",9974.5908203125,-37.870982920371596,Distant (>10km)
"Læssøegade 186. 1, 5230 Odense M",10.38344061,55.37473502,success,12874.212244285603,2024-04-16,2024Q2,19896,Apartment,regular_sale,1931,2850000,-5.0,3,75.0,38000.0,Læssøegade 186. 1,5230,Odense M,Fyn & islands,Fyn & islands,3.6,1.13,4.34,G/F (Pre-Insulation),"Læssøegade 186. 1, 5230 Odense M",18309.859375,107.53845904400892,Distant (>10km)
"Mellemgaden 11, 6720 Fanø",8.40481795,55.4470504,success,45415.296824638994,2024-06-23,2024Q2,2231,Summerhouse,regular_sale,1802,1250000,-17.0,2,41.0,30487.805,Mellemgaden 11,6720,Fanø,South jutland,Jutland,3.6,1.13,4.34,G/F (Pre-Insulation),"Mellemgaden 11, 6720 Fanø",13196.3857421875,131.03147545947823,Distant (>10km)
"Nicoline Kochs Plads 11, 6. 2, 8000 Aarhus C",10.22250191,56.16440976,success,70722.4129744735,2022-04-20,2022Q2,186556,Apartment,regular_sale,2022,2700000,0.0,2,58.0,46551.723,"Nicoline Kochs Plads 11, 6. 2",8000,Aarhus C,East & mid jutland,Jutland,0.0,7.7,3.73,B/A (High Efficiency),"Nicoline Kochs Plads 11, 6. 2, 8000 Aarhus C",35833.33203125,29.911788877608608,Distant (>10km)
"Havmøllevej 7, 8400 Ebeltoft",10.77180211,56.24803084,success,87626.21509613554,2022-05-15,2022Q2,179807,Farm,regular_sale,1802,3000000,0.0,5,208.0,14423.077,Havmøllevej 7,8400,Ebeltoft,East & mid jutland,Jutland,0.0,7.7,3.73,G/F (Pre-Insulation),"Havmøllevej 7, 8400 Ebeltoft",12857.142578125,12.179491366742434,Distant (>10km)
"Nitivej 20, 5. tv, 2000 Frederiksberg",12.53498887,55.69099669,success,5992.963972155587,2023-09-07,2023Q3,76541,Apartment,regular_sale,1997,4750000,-3.0,3,94.0,50531.914,"Nitivej 20, 5. tv",2000,Frederiksberg,"Capital, Copenhagen",Zealand,3.1,3.31,4.79,C (Modern),"Nitivej 20, 5. tv, 2000 Frederiksberg",36890.2421875,36.979079198407604,Nearby (5-10km)
"Nørreled 46, 6000 Kolding",9.45846575,55.52206904,success,30515.369704908368,2022-12-22,2022Q4,132509,Townhouse,regular_sale,1970,1975000,-1.0,4,130.0,15192.308,Nørreled 46,6000,Kolding,South jutland,Jutland,0.65,7.7,3.73,E (Minimal),"Nørreled 46, 6000 Kolding",13125.0,15.750915178571429,Distant (>10km)
"Lyngvejen 55, 6950 Ringkøbing",8.11631622,56.09274968,success,29092.85959265673,2022-11-07,2022Q4,140809,Summerhouse,regular_sale,2014,2675000,-12.0,4,97.0,27577.32,Lyngvejen 55,6950,Ringkøbing,South jutland,Jutland,0.65,7.7,3.73,B/A (High Efficiency),"Lyngvejen 55, 6950 Ringkøbing",12108.146484375,127.75839677928616,Distant (>10km)
"Vinderuphøjvej 9, 4171 Glumsø",11.73903965,55.36750983,success,38683.99677750972,2024-05-25,2024Q2,9898,Farm,regular_sale,1900,3000000,-8.0,5,186.0,16129.032,Vinderuphøjvej 9,4171,Glumsø,Other islands,Zealand,3.6,1.13,4.34,G/F (Pre-Insulation),"Vinderuphøjvej 9, 4171 Glumsø",9271.5234375,73.96312844689932,Distant (>10km)
"Lindevej 17, 4850 Stubbekøbing",12.03676655,54.8879318,success,81627.70431854755,2023-10-25,2023Q4,63890,Villa,regular_sale,1900,300000,0.0,3,58.0,5172.4136,Lindevej 17,4850,Stubbekøbing,Other islands,Zealand,3.6,3.31,4.79,G/F (Pre-Insulation),"Lindevej 17, 4850 Stubbekøbing",6904.797607421875,-25.08957005982346,Distant (>10km)
"Humlebækvej 33, 3480 Fredensborg",12.4591864,55.96760658,success,14774.12658908373,2023-11-22,2023Q4,56002,Villa,regular_sale,1967,4275000,-10.0,7,224.0,19084.822,Humlebækvej 33,3480,Fredensborg,North Zealand,Zealand,3.6,3.31,4.79,E (Minimal),"Humlebækvej 33, 3480 Fredensborg",19707.6396484375,-3.1602840011430766,Distant (>10km)
"Frederikslundsvej 3A, 2840 Holte",12.46625847,55.81292145,success,2567.0785825864536,2022-09-19,2022Q3,151754,Townhouse,regular_sale,1917,5237500,-4.0,4,100.0,52375.0,Frederikslundsvej 3A,2840,Holte,"Capital, Copenhagen",Zealand,0.0,7.7,3.73,G/F (Pre-Insulation),"Frederikslundsvej 3A, 2840 Holte",28056.5546875,86.67652027614982,Close (1-5km)
"Carl Blochs Gade 59, st. mf, 8000 Aarhus C",10.1924679,56.15374437,success,70596.5780102762,2023-12-31,2023Q4,45637,Apartment,regular_sale,2020,3145000,-5.0,3,75.0,41933.332,"Carl Blochs Gade 59, st. mf",8000,Aarhus C,East & mid jutland,Jutland,3.6,3.31,4.79,B/A (High Efficiency),"Carl Blochs Gade 59, st. mf, 8000 Aarhus C",35833.33203125,17.02325643253112,Distant (>10km)
